"AUS","GDP","TOT","USD_CAP","A","2006",37185.60903,
"AUS","GDP","TOT","USD_CAP","A","2007",38883.772424,
"AUS","GDP","TOT","USD_CAP","A","2008",39249.957535,
"AUS","GDP","TOT","USD_CAP","A","2009",40864.447552,
"AUS","GDP","TOT","USD_CAP","A","2010",42014.358834,
"AUS","GDP","TOT","USD_CAP","A","2011",43435.731703,
"AUS","GDP","TOT","USD_CAP","A","2012",42903.949962,
"AUS","GDP","TOT","USD_CAP","A","2013",46838.934633,
"AUS","GDP","TOT","USD_CAP","A","2014",46580.961488,
"AUS","GDP","TOT","USD_CAP","A","2015",46894.384431,
"AUS","GDP","TOT","USD_CAP","A","2016",48889.929896,"E"
"AUT","GDP","TOT","USD_CAP","A","2006",37647.900793,
"AUT","GDP","TOT","USD_CAP","A","2007",39378.477422,
"AUT","GDP","TOT","USD_CAP","A","2008",41316.022642,
"AUT","GDP","TOT","USD_CAP","A","2009",40977.393963,
"AUT","GDP","TOT","USD_CAP","A","2010",42099.024803,
"AUT","GDP","TOT","USD_CAP","A","2011",44469.209642,
"AUT","GDP","TOT","USD_CAP","A","2012",46477.655075,
"AUT","GDP","TOT","USD_CAP","A","2013",47936.677963,
"AUT","GDP","TOT","USD_CAP","A","2014",48991.662742,
"AUT","GDP","TOT","USD_CAP","A","2015",50108.932852,
"AUT","GDP","TOT","USD_CAP","A","2016",50688.189843,
"BEL","GDP","TOT","USD_CAP","A","2006",35406.47816,
"BEL","GDP","TOT","USD_CAP","A","2007",36857.102685,
"BEL","GDP","TOT","USD_CAP","A","2008",38133.402295,
"BEL","GDP","TOT","USD_CAP","A","2009",38049.422672,
"BEL","GDP","TOT","USD_CAP","A","2010",40127.861969,
"BEL","GDP","TOT","USD_CAP","A","2011",41450.360532,
"BEL","GDP","TOT","USD_CAP","A","2012",42585.15311,
"BEL","GDP","TOT","USD_CAP","A","2013",43745.951564,
"BEL","GDP","TOT","USD_CAP","A","2014",44854.15544,
"BEL","GDP","TOT","USD_CAP","A","2015",45776.313478,
"BEL","GDP","TOT","USD_CAP","A","2016",46760.39076,
"CAN","GDP","TOT","USD_CAP","A","2006",38009.872181,
"CAN","GDP","TOT","USD_CAP","A","2007",39441.964993,
"CAN","GDP","TOT","USD_CAP","A","2008",40277.618235,
"CAN","GDP","TOT","USD_CAP","A","2009",38791.071038,
"CAN","GDP","TOT","USD_CAP","A","2010",40027.204359,
"CAN","GDP","TOT","USD_CAP","A","2011",41565.258933,
"CAN","GDP","TOT","USD_CAP","A","2012",42145.104092,
"CAN","GDP","TOT","USD_CAP","A","2013",44097.565566,
"CAN","GDP","TOT","USD_CAP","A","2014",45082.018338,
"CAN","GDP","TOT","USD_CAP","A","2015",44204.963828,
"CAN","GDP","TOT","USD_CAP","A","2016",44025.181553,
"CZE","GDP","TOT","USD_CAP","A","2006",23725.889696,
"CZE","GDP","TOT","USD_CAP","A","2007",26054.26701,
"CZE","GDP","TOT","USD_CAP","A","2008",27724.418767,
"CZE","GDP","TOT","USD_CAP","A","2009",27502.296138,
"CZE","GDP","TOT","USD_CAP","A","2010",27608.011342,
"CZE","GDP","TOT","USD_CAP","A","2011",28795.816027,
"CZE","GDP","TOT","USD_CAP","A","2012",29051.390424,
"CZE","GDP","TOT","USD_CAP","A","2013",30496.020039,
"CZE","GDP","TOT","USD_CAP","A","2014",32359.369238,
"CZE","GDP","TOT","USD_CAP","A","2015",34058.253278,
"CZE","GDP","TOT","USD_CAP","A","2016",35127.440288,
"DNK","GDP","TOT","USD_CAP","A","2006",37318.985346,
"DNK","GDP","TOT","USD_CAP","A","2007",38963.461096,
"DNK","GDP","TOT","USD_CAP","A","2008",41282.997487,
"DNK","GDP","TOT","USD_CAP","A","2009",40381.641251,
"DNK","GDP","TOT","USD_CAP","A","2010",43088.058823,
"DNK","GDP","TOT","USD_CAP","A","2011",44407.951375,
"DNK","GDP","TOT","USD_CAP","A","2012",44808.543206,
"DNK","GDP","TOT","USD_CAP","A","2013",46742.938839,
"DNK","GDP","TOT","USD_CAP","A","2014",47904.139699,
"DNK","GDP","TOT","USD_CAP","A","2015",48992.053299,
"DNK","GDP","TOT","USD_CAP","A","2016",49837.222469,
"FIN","GDP","TOT","USD_CAP","A","2006",34382.596244,
"FIN","GDP","TOT","USD_CAP","A","2007",37688.50318,
"FIN","GDP","TOT","USD_CAP","A","2008",39969.392258,
"FIN","GDP","TOT","USD_CAP","A","2009",37868.502235,
"FIN","GDP","TOT","USD_CAP","A","2010",38811.954607,
"FIN","GDP","TOT","USD_CAP","A","2011",40683.337419,
"FIN","GDP","TOT","USD_CAP","A","2012",40619.937023,
"FIN","GDP","TOT","USD_CAP","A","2013",41293.293616,
"FIN","GDP","TOT","USD_CAP","A","2014",41504.247358,
"FIN","GDP","TOT","USD_CAP","A","2015",42281.866777,
"FIN","GDP","TOT","USD_CAP","A","2016",43363.48175,
"FRA","GDP","TOT","USD_CAP","A","2006",32567.626227,
"FRA","GDP","TOT","USD_CAP","A","2007",34176.901743,
"FRA","GDP","TOT","USD_CAP","A","2008",35184.233632,
"FRA","GDP","TOT","USD_CAP","A","2009",34795.158221,
"FRA","GDP","TOT","USD_CAP","A","2010",36056.659937,
"FRA","GDP","TOT","USD_CAP","A","2011",37485.25235,
"FRA","GDP","TOT","USD_CAP","A","2012",37671.028181,
"FRA","GDP","TOT","USD_CAP","A","2013",39515.13827,
"FRA","GDP","TOT","USD_CAP","A","2014",40246.864684,
"FRA","GDP","TOT","USD_CAP","A","2015",41199.219769,"P"
"FRA","GDP","TOT","USD_CAP","A","2016",41489.897831,"P"
"DEU","GDP","TOT","USD_CAP","A","2006",34769.442587,
"DEU","GDP","TOT","USD_CAP","A","2007",37009.825793,
"DEU","GDP","TOT","USD_CAP","A","2008",38662.606129,
"DEU","GDP","TOT","USD_CAP","A","2009",37734.236963,
"DEU","GDP","TOT","USD_CAP","A","2010",39993.301883,
"DEU","GDP","TOT","USD_CAP","A","2011",42692.50173,
"DEU","GDP","TOT","USD_CAP","A","2012",43564.07389,
"DEU","GDP","TOT","USD_CAP","A","2013",45231.971754,
"DEU","GDP","TOT","USD_CAP","A","2014",47195.293533,
"DEU","GDP","TOT","USD_CAP","A","2015",48170.020748,
"DEU","GDP","TOT","USD_CAP","A","2016",48989.491734,
"GRC","GDP","TOT","USD_CAP","A","2006",28535.859054,
"GRC","GDP","TOT","USD_CAP","A","2007",29280.365435,
"GRC","GDP","TOT","USD_CAP","A","2008",30855.935774,
"GRC","GDP","TOT","USD_CAP","A","2009",30396.41535,
"GRC","GDP","TOT","USD_CAP","A","2010",28202.722822,
"GRC","GDP","TOT","USD_CAP","A","2011",26141.091034,"P"
"GRC","GDP","TOT","USD_CAP","A","2012",25284.405782,"P"
"GRC","GDP","TOT","USD_CAP","A","2013",26097.797516,"P"
"GRC","GDP","TOT","USD_CAP","A","2014",26537.006535,"P"
"GRC","GDP","TOT","USD_CAP","A","2015",26449.951134,"P"
"GRC","GDP","TOT","USD_CAP","A","2016",26434.87501,"P"
"HUN","GDP","TOT","USD_CAP","A","2006",18308.482469,
"HUN","GDP","TOT","USD_CAP","A","2007",19022.655628,
"HUN","GDP","TOT","USD_CAP","A","2008",20678.679912,
"HUN","GDP","TOT","USD_CAP","A","2009",20672.882569,
"HUN","GDP","TOT","USD_CAP","A","2010",21576.498371,
"HUN","GDP","TOT","USD_CAP","A","2011",22841.210338,
"HUN","GDP","TOT","USD_CAP","A","2012",23094.473331,
"HUN","GDP","TOT","USD_CAP","A","2013",24463.199393,
"HUN","GDP","TOT","USD_CAP","A","2014",25645.040156,
"HUN","GDP","TOT","USD_CAP","A","2015",26699.113322,
"HUN","GDP","TOT","USD_CAP","A","2016",27007.634494,
"ISL","GDP","TOT","USD_CAP","A","2006",38653.271119,
"ISL","GDP","TOT","USD_CAP","A","2007",40745.152948,
"ISL","GDP","TOT","USD_CAP","A","2008",42417.4826,
"ISL","GDP","TOT","USD_CAP","A","2009",40967.134486,
"ISL","GDP","TOT","USD_CAP","A","2010",38414.413651,
"ISL","GDP","TOT","USD_CAP","A","2011",39466.340908,
"ISL","GDP","TOT","USD_CAP","A","2012",40486.432961,
"ISL","GDP","TOT","USD_CAP","A","2013",42631.602284,
"ISL","GDP","TOT","USD_CAP","A","2014",44289.923401,
"ISL","GDP","TOT","USD_CAP","A","2015",47691.102287,
"ISL","GDP","TOT","USD_CAP","A","2016",51122.400673,
"IRL","GDP","TOT","USD_CAP","A","2006",44269.843433,
"IRL","GDP","TOT","USD_CAP","A","2007",46728.10929,
"IRL","GDP","TOT","USD_CAP","A","2008",44216.750623,
"IRL","GDP","TOT","USD_CAP","A","2009",41628.777055,
"IRL","GDP","TOT","USD_CAP","A","2010",43343.776316,
"IRL","GDP","TOT","USD_CAP","A","2011",45176.269953,
"IRL","GDP","TOT","USD_CAP","A","2012",46468.788123,
"IRL","GDP","TOT","USD_CAP","A","2013",48296.791575,
"IRL","GDP","TOT","USD_CAP","A","2014",51657.945822,
"IRL","GDP","TOT","USD_CAP","A","2015",70146.428641,
"IRL","GDP","TOT","USD_CAP","A","2016",72772.024226,
"ITA","GDP","TOT","USD_CAP","A","2006",32193.086425,
"ITA","GDP","TOT","USD_CAP","A","2007",33781.356208,
"ITA","GDP","TOT","USD_CAP","A","2008",35154.80175,
"ITA","GDP","TOT","USD_CAP","A","2009",34269.203064,
"ITA","GDP","TOT","USD_CAP","A","2010",34752.008914,
"ITA","GDP","TOT","USD_CAP","A","2011",35935.483952,
"ITA","GDP","TOT","USD_CAP","A","2012",35757.023679,
"ITA","GDP","TOT","USD_CAP","A","2013",35885.39085,
"ITA","GDP","TOT","USD_CAP","A","2014",36294.102854,
"ITA","GDP","TOT","USD_CAP","A","2015",37407.130361,
"ITA","GDP","TOT","USD_CAP","A","2016",38328.097344,
"JPN","GDP","TOT","USD_CAP","A","2006",33061.727099,
"JPN","GDP","TOT","USD_CAP","A","2007",34534.799215,
"JPN","GDP","TOT","USD_CAP","A","2008",34803.657814,
"JPN","GDP","TOT","USD_CAP","A","2009",33102.63108,
"JPN","GDP","TOT","USD_CAP","A","2010",35003.704083,
"JPN","GDP","TOT","USD_CAP","A","2011",35775.256332,
"JPN","GDP","TOT","USD_CAP","A","2012",37213.837398,
"JPN","GDP","TOT","USD_CAP","A","2013",39008.36056,
"JPN","GDP","TOT","USD_CAP","A","2014",39435.243917,
"JPN","GDP","TOT","USD_CAP","A","2015",40737.289959,
"JPN","GDP","TOT","USD_CAP","A","2016",41540.640347,"E"
"KOR","GDP","TOT","USD_CAP","A","2006",25827.950301,
"KOR","GDP","TOT","USD_CAP","A","2007",27822.653258,
"KOR","GDP","TOT","USD_CAP","A","2008",28655.812931,
"KOR","GDP","TOT","USD_CAP","A","2009",28320.224366,
"KOR","GDP","TOT","USD_CAP","A","2010",30376.940494,
"KOR","GDP","TOT","USD_CAP","A","2011",31228.284323,
"KOR","GDP","TOT","USD_CAP","A","2012",32097.070005,
"KOR","GDP","TOT","USD_CAP","A","2013",32615.703397,
"KOR","GDP","TOT","USD_CAP","A","2014",33631.322901,
